"auditory_id";"Аудитория";"Тип помещения";"Корпус";"Факультет";"Дата/время занятия";"Дисциплина";"Список групп на этом занятии";"Информация о подгруппах";"Тип занятия";"ID аудитории";"Присутствие преподавателя";"Полное отсутствие студентов";"Ошибка расписания";"Специальный тип";"datetime_parsed";"time_part";"Пара";"Тип недели";"День недели";"Общее количество студентов с учетом подгрупп (ПЛАН)";"Фактическое посещение (ФАКТ)";"Процент посещаемости (факт/план * 100%)";"Разница между планом и фактом"
"140";"Б-108";"учебная лаборатория";"Корпус Б";"корпус Б,В,Г";"2025-10-09 08:30:00";"";"СЖД.2-23-1(И,З,У)";"0";"Практические (семинарские) занятия";"140";"0,0";"";"";"";"2025-10-09 08:30:00";"08:30:00";"1,0";"числитель";"Чт";"12";"9,0";"75,0";"3,0"
"25";"Д-605";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СЖД.1-25-1(И,О)";"0";"Лекция";"25";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"30";"23,0";"76,67";"7,0"
"25";"Д-605";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СЖД.2-25-1(И,О)";"0";"Лекция";"25";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"30";"23,0";"76,67";"7,0"
"25";"Д-605";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СЖД.3-25-1(И,О)";"0";"Лекция";"25";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"30";"24,0";"80,0";"6,0"
"59";"Г-223";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"СОД.1-25-1(И,О)";"0";"Практические (семинарские) занятия";"59";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"28";"17,0";"60,71";"11,0"
"17";"Д-703";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.2-25-1(И,О)";"1";"Практические (семинарские) занятия";"17";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"14";"10,0";"71,43";"4,0"
"31";"Д-821";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"Относительное положение прямых";"СОД.3-25-1(И,О)";"1";"Практические (семинарские) занятия";"31";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"13";"12,0";"92,31";"1,0"
"31";"Д-821";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.3-25-1(И,О)";"2";"Практические (семинарские) занятия";"31";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"14";"13,0";"92,86";"1,0"
"36";"Д-822";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"Зарубежный опыт управления качеством";"УК.1-25-1(И,О)";"0";"Лекция";"36";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"17";"12,0";"70,59";"5,0"
"9";"В-107";"аудитория";"Корпус В";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"КТ.1-25-1(И,О)";"0";"Практические (семинарские) занятия";"9";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"20";"8,0";"40,0";"12,0"
"570";"Д-710";"компьютерный класс";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"МР.1-25-1(И,О)";"0";"Практические (семинарские) занятия";"570";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"20";"0,0";"0,0";"20,0"
"74";"Г-225";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"ПС.2-25-1(И,О)";"1";"Лабораторная работа";"74";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"13";"7,0";"53,85";"6,0"
"68";"Д-501";"компьютерный класс";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ПС.2-25-1(И,О)";"2";"Лабораторная работа";"68";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"12";"7,0";"58,33";"5,0"
"25";"Д-605";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ПСЖ.3-25-1(И,О)";"0";"Лекция";"25";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"29";"17,0";"58,62";"12,0"
"25";"Д-605";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ПСЖ.6-25-1(И,О)";"0";"Лекция";"25";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"17";"11,0";"64,71";"6,0"
"60";"Г-203";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"БАС.5-25-1(И,О)";"2";"Практические (семинарские) занятия";"60";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"11";"7,0";"63,64";"4,0"
"92";"Г-109";"учебная лаборатория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"Решение задач, защита лабораторных работ";"ЭЖД.7-25-1(И,О)";"2";"Лабораторная работа";"92";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"12";"10,0";"83,33";"2,0"
"5";"Д-718";"компьютерный класс";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ЭЖД.7-25-2(И,О)";"0";"Практические (семинарские) занятия";"5";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"12";"8,0";"66,67";"4,0"
"50";"Д-417";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.1-24-1(И,О)";"0";"Практические (семинарские) занятия";"50";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"28";"11,0";"39,29";"17,0"
"103";"Г-123";"учебная лаборатория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"СОД.1-24-2(И,О)";"0";"Практические (семинарские) занятия";"103";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"13";"2,0";"15,38";"11,0"
"46";"В-102";"аудитория";"Корпус В";"корпус Б,В,Г";"2025-10-09 10:10:00";"ЖД Переезд";"СОД.2-24-1(И,О)";"0";"Практические (семинарские) занятия";"46";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"29";"13,0";"44,83";"16,0"
"18";"Д-216";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"УК.1-24-1(И,О)";"0";"Лекция";"18";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"24";"12,0";"50,0";"12,0"
"110";"Д-410";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"КТ.1-24-1(И,О)";"0";"Лабораторная работа";"110";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"21";"8,0";"38,1";"13,0"
"4";"Д-717";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"МР.1-24-1(И,О)";"2";"Практические (семинарские) занятия";"4";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"12";"4,0";"33,33";"8,0"
"155";"В-220";"аудитория";"Корпус В";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"ПС.2-24-1(И,О)";"0";"Лекция";"155";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"20";"0,0";"0,0";"20,0"
"107";"Г-103";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"Ряды Фурье";"ПСЖ.3-24-1(И,О)";"0";"Практические (семинарские) занятия";"107";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"20";"15,0";"75,0";"5,0"
"13";"Е-201";"аудитория";"Корпус Е";"корпус Е";"2025-10-09 10:10:00";"";"ПСЖ.3-24-2(И,О)";"0";"Практические (семинарские) занятия";"13";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"15";"8,0";"53,33";"7,0"
"13";"Е-201";"аудитория";"Корпус Е";"корпус Е";"2025-10-09 10:10:00";"";"ПСЖ.6-24-1(И,О)";"0";"Практические (семинарские) занятия";"13";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"18";"9,0";"50,0";"9,0"
"26";"Г-301";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"БАС.5-24-1(И,О)";"0";"Лекция";"26";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"34";"15,0";"44,12";"19,0"
"98";"Г-110";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"ЭЖД.1-24-1(И,О)";"0";"Практические (семинарские) занятия";"98";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"22";"0,0";"0,0";"22,0"
"283";"Д-723";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"Решение задач комбинаторики";"ЭЖД.1-24-2(И,О)";"0";"Практические (семинарские) занятия";"283";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"23";"17,0";"73,91";"6,0"
"3";"Д-715";"компьютерный класс";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ЭЖД.3-24-1(И,О)";"2";"Практические (семинарские) занятия";"3";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"12";"2,0";"16,67";"10,0"
"19";"Д-218";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.1-23-2(И,О)";"0";"Практические (семинарские) занятия";"19";"1,0";"0,0";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"17";"10,0";"58,82";"7,0"
"34";"Д-815";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.2-23-1(И,О)";"0";"Лекция";"34";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"26";"7,0";"26,92";"19,0"
"34";"Д-815";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.3-23-1(И,О)";"0";"Лекция";"34";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"27";"8,0";"29,63";"19,0"
"34";"Д-815";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.4-23-1(И,О)";"0";"Лекция";"34";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"13";"4,0";"30,77";"9,0"
"102";"Г-313";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"УК.1-23-1(И,О)";"0";"Лекция";"102";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"30";"13,0";"43,33";"17,0"
"102";"Г-313";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"КТ.1-23-1(И,О)";"0";"Лекция";"102";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"17";"0,0";"0,0";"17,0"
"102";"Г-313";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"Т.3";"МР.1-23-1(И,О)";"0";"Лекция";"102";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"24";"7,0";"29,17";"17,0"
"79";"Д-310";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ПСЖ.3-23-1(И,О)";"1";"Лабораторная работа";"79";"0,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"12";"3,0";"25,0";"9,0"
"106";"Е-205";"учебная лаборатория";"Корпус Е";"корпус Е";"2025-10-09 10:10:00";"";"ПСЖ.3-23-2(И,О)";"0";"Лабораторная работа";"106";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"19";"4,0";"21,05";"15,0"
"29";"Д-320";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ПСЖ.6-23-1(И,О)";"0";"Лекция";"29";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"23";"0,0";"0,0";"23,0"
"102";"Г-313";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"ЭТТ.1-23-1(И,О)";"0";"Лекция";"102";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"22";"0,0";"0,0";"22,0"
"39";"Д-623";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"БАС.5-23-1(И,О)";"0";"Лекция";"39";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"29";"14,0";"48,28";"15,0"
"153";"Г-307";"компьютерный класс";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"ЭЖД.1-23-1(И,О)";"1";"Лабораторная работа";"153";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"14";"10,0";"71,43";"4,0"
"133";"Б-214";"компьютерный класс";"Корпус Б";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"ЭЖД.1-23-2(И,О)";"1";"Лабораторная работа";"133";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"12";"9,0";"75,0";"3,0"
"144";"Д-315";"компьютерный класс";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"ГО и ЧС.";"ЭЖД.3-23-1(И,О)";"2";"Лабораторная работа";"144";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"15";"7,0";"46,67";"8,0"
"94";"Д-311";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.1-22-1(И,О)";"0";"Практические (семинарские) занятия";"94";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"23";"0,0";"0,0";"23,0"
"115";"Д-820";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.2-22-1(И,О)";"0";"Лекция";"115";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"16";"11,0";"68,75";"5,0"
"147";"А-212";"компьютерный класс";"Корпус А";"корпус А";"2025-10-09 10:10:00";"";"СОД.3-22-1(И,О)";"1";"Лабораторная работа";"147";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"9";"4,0";"44,44";"5,0"
"151";"Д-814";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.3-22-1(И,О)";"2";"Лабораторная работа";"151";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"14";"3,0";"21,43";"11,0"
"114";"Д-817";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.4-22-1(И,О)";"0";"Практические (семинарские) занятия";"114";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"6";"5,0";"83,33";"1,0"
"108";"В-106";"аудитория";"Корпус В";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"ПС.2-22-1(И,О)";"0";"Лекция";"108";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"18";"8,0";"44,44";"10,0"
"128";"Е-207";"учебная лаборатория";"Корпус Е";"корпус Е";"2025-10-09 10:10:00";"";"ПСЖ.3-22-1(И,О)";"0";"Лекция";"128";"0,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"29";"16,0";"55,17";"13,0"
"125";"Е-101";"аудитория";"Корпус Е";"корпус Е";"2025-10-09 10:10:00";"Практическая работа";"ПСЖ.6-22-1(И,О)";"0";"Практические (семинарские) занятия";"125";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"19";"11,0";"57,89";"8,0"
"63";"Д-521";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"БАС.5-22-1(И,О)";"0";"Практические (семинарские) занятия";"63";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"30";"19,0";"63,33";"11,0"
"54";"Б-222";"учебная лаборатория";"Корпус Б";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"ЭЖД.1-22-2(И,О)";"2";"Лабораторная работа";"54";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"14";"7,0";"50,0";"7,0"
"91";"Д-213";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.1-21-1(И,О)";"0";"Лекция";"91";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"26";"0,0";"0,0";"26,0"
"91";"Д-213";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.1-21-2(И,О)";"0";"Лекция";"91";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"17";"0,0";"0,0";"17,0"
"163";"Д-215";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СОД.2-21-1(И,О)";"1";"Лабораторная работа";"163";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"15";"6,0";"40,0";"9,0"
"95";"Б-318";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"СОД.2-21-1(И,О)";"2";"Лабораторная работа";"95";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"12";"0,0";"0,0";"12,0"
"123";"Е-102";"учебная лаборатория";"Корпус Е";"корпус Е";"2025-10-09 10:10:00";"";"ПСЖ.3-21-1(И,О)";"0";"Лекция";"123";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"22";"13,0";"59,09";"9,0"
"62";"Е-202";"аудитория";"Корпус Е";"корпус Е";"2025-10-09 10:10:00";"";"ПСЖ.6-21-1(И,О)";"0";"Лекция";"62";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"11";"5,0";"45,45";"6,0"
"76";"Б-306";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-10-09 10:10:00";"Диаграмма состояния Fe-C";"ПСЖ.3-24-1(И,З)";"0";"Лекция";"76";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"28";"15,0";"53,57";"13,0"
"76";"Б-306";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-10-09 10:10:00";"Диаграмма состояния Fe-C";"ПСЖ.6-24-1(И,З)";"0";"Лекция";"76";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"20";"9,0";"45,0";"11,0"
"139";"Г-214";"учебная лаборатория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"ЭЖД.3-24-1(И,З)";"1";"Лабораторная работа";"139";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"10";"8,0";"80,0";"2,0"
"1653";"Е-104(2)";"учебная лаборатория";"Корпус Е";"корпус Е";"2025-10-09 10:10:00";"";"ПСЖ.6-22-1(И,З)";"2";"Лабораторная работа";"1653";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"9";"5,0";"55,56";"4,0"
"22";"А-405";"аудитория";"Корпус А";"корпус А";"2025-10-09 10:10:00";"Решение задач";"ЭЖД.1-22-1(И,З)";"0";"Практические (семинарские) занятия";"22";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"28";"13,0";"46,43";"15,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ТБ.2-25-1(И,О)";"0";"Лекция";"24";"1,0";"0,0";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"28";"23,0";"82,14";"5,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"БИ.4-25-1(И,О)";"0";"Лекция";"24";"1,0";"0,0";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"30";"23,0";"76,67";"7,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ИС.1-25-1(И,О)";"0";"Лекция";"24";"1,0";"0,0";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"32";"25,0";"78,12";"7,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ИС.1-25-2(И,О)";"0";"Лекция";"24";"1,0";"0,0";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"31";"24,0";"77,42";"7,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ПИ.1-25-1(И,О)";"0";"Лекция";"24";"1,0";"0,0";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"29";"25,0";"86,21";"4,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ТТП.1-25-1(И,О)";"0";"Лекция";"24";"1,0";"0,0";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"26";"23,0";"88,46";"3,0"
"41";"Д-219";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ГМУ.1-25-1(И,О)";"0";"Практические (семинарские) занятия";"41";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"24";"12,0";"50,0";"12,0"
"570";"Д-710";"компьютерный класс";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"М.3-25-1(И,О)";"0";"Практические (семинарские) занятия";"570";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"17";"0,0";"0,0";"17,0"
"43";"Д-413";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"Т.1-25-2(И,О)";"0";"Практические (семинарские) занятия";"43";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"28";"19,0";"67,86";"9,0"
"69";"Д-507";"компьютерный класс";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"Excel статистические функции";"Т.1-25-3(И,О)";"2";"Лабораторная работа";"69";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"15";"6,0";"40,0";"9,0"
"82";"А-407";"аудитория";"Корпус А";"корпус А";"2025-10-09 10:10:00";"Российское государство-цивилиз";"Т.1-25-4(И,О)";"0";"Практические (семинарские) занятия";"82";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"14";"9,0";"64,29";"5,0"
"570";"Д-710";"компьютерный класс";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"УП.1-25-1(И,О)";"0";"Практические (семинарские) занятия";"570";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"16";"2,0";"12,5";"14,0"
"28";"Д-619";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"Главное богатство страны - ее люди";"Э.2-25-1(И,О)";"0";"Практические (семинарские) занятия";"28";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"15";"8,0";"53,33";"7,0"
"30";"Д-617";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"Формирование Русского государства в 15 в";"Э.7-25-1(И,О)";"0";"Практические (семинарские) занятия";"30";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"8";"7,0";"87,5";"1,0"
"30";"Д-617";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"Формирование Русского государства в 15 в";"Э.9-25-1(И,О)";"0";"Практические (семинарские) занятия";"30";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"22";"13,0";"59,09";"9,0"
"6";"Д-721";"компьютерный класс";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СЖД.1-24-1(И,О)";"1";"Практические (семинарские) занятия";"6";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"14";"6,0";"42,86";"8,0"
"135";"Б-8";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-10-09 10:10:00";"Оценка и испытание цементного теста (портландцемент)Файл";"СЖД.2-24-1(И,О)";"1";"Лабораторная работа";"135";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"14";"5,0";"35,71";"9,0"
"138";"Б-2";"учебная лаборатория";"Корпус Б";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"СЖД.2-24-2(И,О)";"0";"Практические (семинарские) занятия";"138";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"17";"10,0";"58,82";"7,0"
"90";"Д-316";"компьютерный класс";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"Лабораторная работа № 5. Деформирование пластин с эллиптическим вырезом";"СЖД.3-24-1(И,О)";"1";"Лабораторная работа";"90";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"13";"7,0";"53,85";"6,0"
"1";"Д-712";"аудитория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"СЖД.3-24-1(И,О)";"2";"Лабораторная работа";"1";"1,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"12";"8,0";"66,67";"4,0"
"56";"Г-201";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-10-09 10:10:00";"";"ТБ.2-24-1(И,О)";"0";"Лекция";"56";"0,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"32";"0,0";"0,0";"32,0"
"109";"Д-508";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"БИ.4-24-1(И,О)";"2";"Лабораторная работа";"109";"1,0";"0,0";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"14";"5,0";"35,71";"9,0"
"117";"Д-523";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-10-09 10:10:00";"";"ИС.1-24-1(И,О)";"1";"Лабораторная работа";"117";"0,0";"";"";"";"2025-10-09 10:10:00";"10:10:00";"2,0";"числитель";"Чт";"16";"7,0";"43,75";"9,0"
