"auditory_id";"Аудитория";"Тип помещения";"Корпус";"Факультет";"Дата/время занятия";"Дисциплина";"Список групп на этом занятии";"Информация о подгруппах";"Тип занятия";"ID аудитории";"Присутствие преподавателя";"Полное отсутствие студентов";"Ошибка расписания";"Специальный тип";"datetime_parsed";"time_part";"Пара";"Тип недели";"День недели";"Общее количество студентов с учетом подгрупп (ПЛАН)";"Фактическое посещение (ФАКТ)";"Процент посещаемости (факт/план * 100%)";"Разница между планом и фактом"
"30";"Д-617";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"История как наука";"СЖД.2-25-1(И,О)";"0";"Практические (семинарские) занятия";"30";"0,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"30";"26,0";"86,67";"4,0"
"119";"Д-214";"компьютерный класс";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"СОД.2-25-1(И,О)";"1";"Лабораторная работа";"119";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"14";"13,0";"92,86";"1,0"
"93";"Г-111";"учебная лаборатория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 08:30:00";"Основные классы неорганических соединений";"СОД.2-25-1(И,О)";"2";"Лабораторная работа";"93";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"14";"12,0";"85,71";"2,0"
"25";"Д-605";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"УК.1-25-1(И,О)";"0";"Лекция";"25";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"17";"16,0";"94,12";"1,0"
"25";"Д-605";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"КТ.1-25-1(И,О)";"0";"Лекция";"25";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"20";"15,0";"75,0";"5,0"
"25";"Д-605";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"МР.1-25-1(И,О)";"0";"Лекция";"25";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"20";"18,0";"90,0";"2,0"
"25";"Д-605";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"ПС.2-25-1(И,О)";"0";"Лекция";"25";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"25";"18,0";"72,0";"7,0"
"17";"Д-703";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"ПСЖ.3-25-1(И,О)";"2";"Практические (семинарские) занятия";"17";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"14";"12,0";"85,71";"2,0"
"134";"Б-206";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-09-02 08:30:00";"";"БАС.5-25-1(И,О)";"0";"Лекция";"134";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"22";"21,0";"95,45";"1,0"
"134";"Б-206";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-09-02 08:30:00";"";"БАС.5-25-2(И,О)";"0";"Лекция";"134";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"11";"10,0";"90,91";"1,0"
"31";"Д-821";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"ЭЖД.1-25-1(И,О)";"1";"Практические (семинарские) занятия";"31";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"15";"13,0";"86,67";"2,0"
"113";"Б-201";"компьютерный класс";"Корпус Б";"корпус Б,В,Г";"2025-09-02 08:30:00";"";"ЭЖД.7-25-1(И,О)";"1";"Лабораторная работа";"113";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"15";"10,0";"66,67";"5,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"СОД.1-24-1(И,О)";"0";"Лекция";"24";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"28";"22,0";"78,57";"6,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"СОД.1-24-2(И,О)";"0";"Лекция";"24";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"13";"8,0";"61,54";"5,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"СОД.2-24-1(И,О)";"0";"Лекция";"24";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"29";"18,0";"62,07";"11,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"СОД.3-24-1(И,О)";"0";"Лекция";"24";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"24";"14,0";"58,33";"10,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"СОД.3-24-2(И,О)";"0";"Лекция";"24";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"16";"10,0";"62,5";"6,0"
"290";"Д-914";"кабинет";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"История развития науки о технологии и организации производства. Основные этапы производства изделий.";"УК.1-24-1(И,О)";"0";"Лекция";"290";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"24";"19,0";"79,17";"5,0"
"1";"Д-712";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"ПС.2-24-1(И,О)";"1";"Практические (семинарские) занятия";"1";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"11";"4,0";"36,36";"7,0"
"26";"Г-301";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 08:30:00";"Числовые знакоположительные ряды";"ПСЖ.3-24-1(И,О)";"0";"Лекция";"26";"0,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"20";"10,0";"50,0";"10,0"
"26";"Г-301";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 08:30:00";"Числовые знакоположительные ряды. признаки коши, даламбера";"ПСЖ.3-24-2(И,О)";"0";"Лекция";"26";"0,0";"0,0";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"15";"5,0";"33,33";"10,0"
"26";"Г-301";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 08:30:00";"Числовые знакоположительные ряды. признаки коши, даламбера";"ПСЖ.6-24-1(И,О)";"0";"Лекция";"26";"0,0";"0,0";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"18";"10,0";"55,56";"8,0"
"5";"Д-718";"компьютерный класс";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"ЭЖД.1-24-1(И,О)";"1";"Практические (семинарские) занятия";"5";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"13";"10,0";"76,92";"3,0"
"102";"Г-313";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 08:30:00";"";"УК.1-23-1(И,О)";"0";"Лекция";"102";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"30";"22,0";"73,33";"8,0"
"102";"Г-313";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 08:30:00";"";"КТ.1-23-1(И,О)";"0";"Лекция";"102";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"17";"10,0";"58,82";"7,0"
"102";"Г-313";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 08:30:00";"";"МР.1-23-1(И,О)";"0";"Лекция";"102";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"24";"16,0";"66,67";"8,0"
"146";"Д-210";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"ПСЖ.3-23-2(И,О)";"0";"Лабораторная работа";"146";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"19";"6,0";"31,58";"13,0"
"102";"Г-313";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 08:30:00";"";"ЭТТ.1-23-1(И,О)";"0";"Лекция";"102";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"22";"5,0";"22,73";"17,0"
"69";"Д-507";"компьютерный класс";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"Лабораторная работа № 1";"БАС.5-23-1(И,О)";"2";"Лабораторная работа";"69";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"16";"5,0";"31,25";"11,0"
"79";"Д-310";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"СОД.2-22-1(И,О)";"0";"Практические (семинарские) занятия";"79";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"16";"0,0";"0,0";"16,0"
"98";"Г-110";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 08:30:00";"";"СОД.3-22-1(И,О)";"2";"Лабораторная работа";"98";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"14";"6,0";"42,86";"8,0"
"151";"Д-814";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"СОД.4-21-1(И,О)";"0";"Практические (семинарские) занятия";"151";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"5";"2,0";"40,0";"3,0"
"127";"Е-203";"учебная лаборатория";"Корпус Е";"корпус Е";"2025-09-02 08:30:00";"";"ПСЖ.3-21-1(И,О)";"0";"Лекция";"127";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"22";"11,0";"50,0";"11,0"
"49";"Е-204";"аудитория";"Корпус Е";"корпус Е";"2025-09-02 08:30:00";"Природа процессов колебаний механических систем. Виды колебаний вагонов";"ПСЖ.6-21-1(И,О)";"0";"Лекция";"49";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"11";"0,0";"0,0";"11,0"
"36";"Д-822";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"Точка, Госты";"ТТП.1-25-1(И,О)";"0";"Лекция";"36";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"26";"25,0";"96,15";"1,0"
"67";"Д-505";"компьютерный класс";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"Micro Soft Word";"Т.1-25-1(И,О)";"2";"Лабораторная работа";"67";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"13";"14,0";"107,69";"-1,0"
"357";"Д-618";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"Т.1-25-3(И,О)";"0";"Практические (семинарские) занятия";"357";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"30";"18,0";"60,0";"12,0"
"4";"Д-717";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"Знакомство";"ЭБ.1-25-1(И,О)";"2";"Практические (семинарские) занятия";"4";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"16";"14,0";"87,5";"2,0"
"35";"Д-518";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"БИ.4-24-1(И,О)";"0";"Лекция";"35";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"31";"18,0";"58,06";"13,0"
"570";"Д-710";"компьютерный класс";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"ИС.1-24-1(И,О)";"0";"Практические (семинарские) занятия";"570";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"29";"0,0";"0,0";"29,0"
"116";"Д-514";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"ИС.1-24-2(И,О)";"0";"Лабораторная работа";"116";"0,0";"0,0";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"14";"12,0";"85,71";"2,0"
"6";"Д-721";"компьютерный класс";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"Т.1-24-1(И,О)";"1";"Практические (семинарские) занятия";"6";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"15";"9,0";"60,0";"6,0"
"3";"Д-715";"компьютерный класс";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"Т.1-24-1(И,О)";"2";"Практические (семинарские) занятия";"3";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"13";"14,0";"107,69";"-1,0"
"16";"Д-616";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"Вводное";"Т.1-24-2(И,О)";"0";"Практические (семинарские) занятия";"16";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"27";"24,0";"88,89";"3,0"
"27";"Д-614";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"Э.2-24-1(И,О)";"0";"Практические (семинарские) занятия";"27";"0,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"9";"6,0";"66,67";"3,0"
"137";"Б-106";"компьютерный класс";"Корпус Б";"корпус Б,В,Г";"2025-09-02 08:30:00";"";"СЖД.1-23-1(И,О)";"2";"Лабораторная работа";"137";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"10";"9,0";"90,0";"1,0"
"117";"Д-523";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"ИС.1-23-2(И,О)";"1";"Лабораторная работа";"117";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"16";"10,0";"62,5";"6,0"
"68";"Д-501";"компьютерный класс";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"Лабораторная работа № 1. Методы поиска решений в пространстве состояний";"ПИ.1-23-1(И,О)";"1";"Лабораторная работа";"68";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"11";"7,0";"63,64";"4,0"
"70";"Д-503";"компьютерный класс";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"ПИ.1-23-1(И,О)";"2";"Лабораторная работа";"70";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"9";"7,0";"77,78";"2,0"
"109";"Д-508";"учебная лаборатория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"ПИ.1-23-2(И,О)";"0";"Лабораторная работа";"109";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"15";"7,0";"46,67";"8,0"
"83";"Б-102";"учебная лаборатория";"Корпус Б";"корпус Б,В,Г";"2025-09-02 08:30:00";"";"С.1-22-1(И,О)";"0";"Лекция";"83";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"11";"6,0";"54,55";"5,0"
"78";"Б-116";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-09-02 08:30:00";"";"СЖД.2-22-1(И,О)";"0";"Практические (семинарские) занятия";"78";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"25";"12,0";"48,0";"13,0"
"42";"Д-415";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"СЖД.3-22-1(И,О)";"0";"Лекция";"42";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"23";"14,0";"60,87";"9,0"
"55";"Д-313";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"ТБ.2-22-1(И,О)";"0";"Лекция";"55";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"26";"0,0";"0,0";"26,0"
"50";"Д-417";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"СЖД.1-21-1(И,О)";"0";"Лекция";"50";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"11";"6,0";"54,55";"5,0"
"143";"Д-416";"компьютерный класс";"Корпус Д";"корпус Д";"2025-09-02 08:30:00";"";"СЖД.3-21-1(И,О)";"1";"Лабораторная работа";"143";"1,0";"";"";"";"2025-09-02 08:30:00";"08:30:00";"1,0";"числитель";"Вт";"15";"3,0";"20,0";"12,0"
"1172";"Б-001(2)";"аудитория";"Корпус Б";"корпус Б,В,Г";"2025-09-02 10:10:00";"";"СЖД.1-25-1(И,О)";"0";"Практические (семинарские) занятия";"1172";"0,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"30";"0,0";"0,0";"30,0"
"92";"Г-109";"учебная лаборатория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 10:10:00";"Вводное. Основные классы неорганических соединений";"СЖД.2-25-1(И,О)";"1";"Лабораторная работа";"92";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"16";"13,0";"81,25";"3,0"
"96";"А-401";"компьютерный класс";"Корпус А";"корпус А";"2025-09-02 10:10:00";"";"СЖД.2-25-1(И,О)";"2";"Лабораторная работа";"96";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"14";"12,0";"85,71";"2,0"
"107";"Г-103";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 10:10:00";"";"СЖД.3-25-1(И,О)";"0";"Практические (семинарские) занятия";"107";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"30";"28,0";"93,33";"2,0"
"12";"Д-211";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"СОД.1-25-1(И,О)";"0";"Практические (семинарские) занятия";"12";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"28";"28,0";"100,0";"0,0"
"58";"Г-212";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 10:10:00";"";"СОД.2-25-1(И,О)";"0";"Практические (семинарские) занятия";"58";"1,0";"0,0";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"28";"26,0";"92,86";"2,0"
"4";"Д-717";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"СОД.3-25-1(И,О)";"1";"Практические (семинарские) занятия";"4";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"13";"13,0";"100,0";"0,0"
"27";"Д-614";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"УК.1-25-1(И,О)";"0";"Практические (семинарские) занятия";"27";"0,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"17";"17,0";"100,0";"0,0"
"36";"Д-822";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"Точка, ГОСТы";"КТ.1-25-1(И,О)";"0";"Практические (семинарские) занятия";"36";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"20";"16,0";"80,0";"4,0"
"9";"В-107";"аудитория";"Корпус В";"корпус Б,В,Г";"2025-09-02 10:10:00";"Комплексные числа. Решить квадратное уравнение.";"МР.1-25-1(И,О)";"0";"Практические (семинарские) занятия";"9";"0,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"20";"18,0";"90,0";"2,0"
"46";"В-102";"аудитория";"Корпус В";"корпус Б,В,Г";"2025-09-02 10:10:00";"";"ПС.2-25-1(И,О)";"0";"Лекция";"46";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"25";"23,0";"92,0";"2,0"
"39";"Д-623";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"ПСЖ.3-25-1(И,О)";"0";"Лекция";"39";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"29";"25,0";"86,21";"4,0"
"39";"Д-623";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"ПСЖ.6-25-1(И,О)";"0";"Лекция";"39";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"17";"16,0";"94,12";"1,0"
"21";"А-601";"аудитория";"Корпус А";"корпус А";"2025-09-02 10:10:00";"Основные направления деятельности университета";"БАС.5-25-1(И,О)";"0";"Кураторский час";"21";"0,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"22";"22,0";"100,0";"0,0"
"21";"А-601";"аудитория";"Корпус А";"корпус А";"2025-09-02 10:10:00";"Основные направления деятельности университета";"БАС.5-25-2(И,О)";"0";"Кураторский час";"21";"0,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"11";"12,0";"109,09";"-1,0"
"21";"А-601";"аудитория";"Корпус А";"корпус А";"2025-09-02 10:10:00";"";"ЭЖД.1-25-1(И,О)";"0";"Кураторский час";"21";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"27";"26,0";"96,3";"1,0"
"21";"А-601";"аудитория";"Корпус А";"корпус А";"2025-09-02 10:10:00";"";"ЭЖД.7-25-1(И,О)";"0";"Кураторский час";"21";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"27";"20,0";"74,07";"7,0"
"21";"А-601";"аудитория";"Корпус А";"корпус А";"2025-09-02 10:10:00";"";"ЭЖД.7-25-2(И,О)";"0";"Кураторский час";"21";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"12";"11,0";"91,67";"1,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"СОД.1-24-1(И,О)";"0";"Лекция";"24";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"28";"22,0";"78,57";"6,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"СОД.1-24-2(И,О)";"0";"Лекция";"24";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"13";"8,0";"61,54";"5,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"СОД.2-24-1(И,О)";"0";"Лекция";"24";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"29";"19,0";"65,52";"10,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"СОД.3-24-1(И,О)";"0";"Лекция";"24";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"24";"14,0";"58,33";"10,0"
"24";"Д-805";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"СОД.3-24-2(И,О)";"0";"Лекция";"24";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"16";"9,0";"56,25";"7,0"
"290";"Д-914";"кабинет";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"Закрепление пройденного материала. Проверка оставшихся знаний";"УК.1-24-1(И,О)";"0";"Практические (семинарские) занятия";"290";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"24";"20,0";"83,33";"4,0"
"73";"А-214";"аудитория";"Корпус А";"корпус А";"2025-09-02 10:10:00";"";"КТ.1-24-1(И,О)";"0";"Лекция";"73";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"21";"0,0";"0,0";"21,0"
"73";"А-214";"аудитория";"Корпус А";"корпус А";"2025-09-02 10:10:00";"";"МР.1-24-1(И,О)";"0";"Лекция";"73";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"26";"0,0";"0,0";"26,0"
"57";"Г-207";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 10:10:00";"Комплексные числа";"ПС.2-24-1(И,О)";"0";"Практические (семинарские) занятия";"57";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"20";"10,0";"50,0";"10,0"
"34";"Д-815";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"ПСЖ.3-24-1(И,О)";"0";"Лекция";"34";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"20";"11,0";"55,0";"9,0"
"34";"Д-815";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"ПСЖ.3-24-2(И,О)";"0";"Лекция";"34";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"15";"7,0";"46,67";"8,0"
"34";"Д-815";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"ПСЖ.6-24-1(И,О)";"0";"Лекция";"34";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"18";"11,0";"61,11";"7,0"
"102";"Г-313";"аудитория";"Корпус Г";"корпус Б,В,Г";"2025-09-02 10:10:00";"Понятие и основы делопроизводства";"БАС.5-24-1(И,О)";"0";"Лекция";"102";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"34";"24,0";"70,59";"10,0"
"28";"Д-619";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"Стартовое тестирование. Приветствие. Самопредставление.";"ЭЖД.1-24-1(И,О)";"0";"Практические (семинарские) занятия";"28";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"22";"17,0";"77,27";"5,0"
"1";"Д-712";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"";"ЭЖД.1-24-2(И,О)";"2";"Практические (семинарские) занятия";"1";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"13";"11,0";"84,62";"2,0"
"153";"Г-307";"компьютерный класс";"Корпус Г";"корпус Б,В,Г";"2025-09-02 10:10:00";"";"СОД.1-23-1(И,О)";"1";"Лабораторная работа";"153";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"15";"10,0";"66,67";"5,0"
"38";"Д-217";"аудитория";"Корпус Д";"корпус Д";"2025-09-02 10:10:00";"Вводная";"УК.1-23-1(И,О)";"0";"Практические (семинарские) занятия";"38";"1,0";"";"";"";"2025-09-02 10:10:00";"10:10:00";"2,0";"числитель";"Вт";"30";"23,0";"76,67";"7,0"
